zakazka_id,produkt_id,planovane_mnozstvi,datum_zahajeni,datum_ukonceni,stredisko_id,naklady_material,naklady_prace,naklady_rezie,celkove_naklady,stav,vyuziti_kapacity,zmetky
VZ004618,PRD0169,2228,2024-08-14,2024-08-27,STR021,389267.36,158567.72,129907.8,677742.88,V výrobě,1.026,24
VZ004619,PRD0107,1510,2024-04-05,2024-04-17,STR021,360181.08,133275.81,89539.25,582996.14,Dokončeno,0.896,49
VZ004620,PRD0158,1100,2023-08-20,2023-09-26,STR001,161022.45,53934.59,11717.15,226674.19,Dokončeno,0.895,24
VZ004621,PRD0173,3802,2024-10-04,2024-10-27,STR031,438392.16,316549.84,42480.58,797422.58,Dokončeno,0.931,131
VZ004622,PRD0212,3174,2024-02-23,2024-02-24,STR021,414371.42,261087.67,74857.52,750316.61,Plánováno,0.946,74
VZ004623,PRD0086,3094,2025-01-22,2025-03-01,STR041,455056.76,341682.38,55137.56,851876.7,Dokončeno,0.946,24
VZ004624,PRD0116,3347,2025-05-12,2025-05-15,STR041,322031.29,147861.0,65218.44,535110.73,Dokončeno,0.927,126
VZ004625,PRD0130,3686,2023-10-29,2023-11-27,STR001,93517.19,74010.45,8726.16,176253.8,V výrobě,0.876,181
VZ004626,PRD0013,1186,2025-04-11,2025-05-02,STR011,349574.67,244687.5,120483.41,714745.58,Zrušeno,0.996,40
VZ004627,PRD0013,4274,2025-04-04,2025-04-17,STR001,189900.18,50042.85,54772.35,294715.38,Plánováno,0.863,80
VZ004628,PRD0056,4705,2024-02-19,2024-04-03,STR041,167985.97,89748.9,13501.4,271236.27,Pozastaveno,1.038,87
VZ004629,PRD0151,3548,2023-12-20,2024-02-01,STR041,5286.85,3384.21,1982.12,10653.18,V výrobě,0.984,6
VZ004630,PRD0038,4929,2024-12-19,2025-01-25,STR001,357279.84,88572.61,46166.76,492019.21,Dokončeno,0.958,57
VZ004631,PRD0017,1337,2025-05-22,2025-06-05,STR021,323478.14,87448.65,91636.63,502563.42,Dokončeno,0.936,51
VZ004632,PRD0040,1137,2023-10-29,2023-11-11,STR041,287139.52,70580.17,75437.05,433156.74,Zrušeno,0.958,55
VZ004633,PRD0199,4645,2023-10-04,2023-10-16,STR001,424773.4,225059.32,44612.67,694445.39,Dokončeno,0.897,138
VZ004634,PRD0191,4925,2023-02-24,2023-03-19,STR031,72968.53,36266.33,15218.36,124453.22,Pozastaveno,1.017,22
VZ004635,PRD0140,3274,2023-06-03,2023-06-24,STR011,346196.2,151380.7,58843.11,556420.01,Zrušeno,0.98,19
VZ004636,PRD0228,599,2024-02-26,2024-03-03,STR041,379680.03,246990.26,54854.97,681525.26,Plánováno,0.882,23
VZ004637,PRD0140,2192,2023-10-11,2023-11-07,STR031,341337.29,195178.48,88071.74,624587.51,V výrobě,0.966,65
VZ004638,PRD0182,375,2024-11-18,2024-12-05,STR011,58389.6,21474.58,9174.35,89038.53,Plánováno,0.863,2
VZ004639,PRD0136,661,2023-04-08,2023-05-20,STR031,28509.59,14133.89,9636.42,52279.9,Dokončeno,0.987,25
VZ004640,PRD0265,3318,2024-03-16,2024-03-19,STR041,168190.1,57767.98,19978.92,245937.0,Pozastaveno,0.933,54
VZ004641,PRD0077,4985,2025-04-01,2025-04-26,STR011,270239.75,201528.37,97671.26,569439.38,Pozastaveno,0.898,148
VZ004642,PRD0151,3814,2025-04-29,2025-05-26,STR011,161982.71,58686.71,49278.79,269948.21,Dokončeno,0.95,42
VZ004643,PRD0092,4062,2024-09-25,2024-11-09,STR031,88944.52,47955.04,33690.72,170590.28,Zrušeno,0.968,85
VZ004644,PRD0055,4036,2024-03-24,2024-03-28,STR011,48166.48,12210.71,3368.55,63745.74,Dokončeno,1.037,51
VZ004645,PRD0073,3658,2024-12-16,2024-12-30,STR031,148950.42,47142.18,24745.09,220837.69,V výrobě,1.018,54
VZ004646,PRD0184,487,2024-04-06,2024-05-05,STR011,3633.56,1487.26,531.33,5652.15,Zrušeno,1.009,0
VZ004647,PRD0272,4549,2023-03-29,2023-05-01,STR001,128722.85,97567.36,45707.98,271998.19,Zrušeno,0.967,133
VZ004648,PRD0275,204,2023-03-02,2023-03-22,STR011,62129.48,45439.39,10135.28,117704.15,Pozastaveno,0.905,1
VZ004649,PRD0098,69,2023-11-07,2023-11-08,STR031,62252.64,48155.12,26861.53,137269.29,V výrobě,0.941,0
VZ004650,PRD0104,2965,2024-05-09,2024-05-26,STR031,285487.37,111892.16,92910.13,490289.66,Dokončeno,0.893,103
VZ004651,PRD0275,4735,2023-10-27,2023-11-30,STR041,473048.97,146353.17,76595.69,695997.83,Dokončeno,0.984,155
VZ004652,PRD0233,4240,2023-05-10,2023-06-02,STR041,238514.08,173362.83,34705.95,446582.86,V výrobě,0.969,55
VZ004653,PRD0129,3850,2023-10-05,2023-10-21,STR001,137846.81,86121.22,21322.8,245290.83,Plánováno,0.994,87
VZ004654,PRD0207,1458,2023-01-01,2023-02-03,STR031,250753.37,146110.99,38285.81,435150.17,Dokončeno,0.862,49
VZ004655,PRD0079,4786,2023-10-17,2023-10-19,STR021,404501.12,101223.77,85533.9,591258.79,Pozastaveno,0.875,155
VZ004656,PRD0170,1734,2024-06-21,2024-06-22,STR011,23622.81,6559.11,5925.52,36107.44,Dokončeno,0.872,0
VZ004657,PRD0210,2908,2023-09-01,2023-10-08,STR041,272354.59,68967.26,78588.6,419910.45,Pozastaveno,0.932,101
VZ004658,PRD0005,4501,2024-07-19,2024-08-26,STR001,496701.64,274979.09,112993.36,884674.09,V výrobě,0.879,174
VZ004659,PRD0024,2354,2025-01-02,2025-02-05,STR021,220617.05,45684.91,15199.75,281501.71,V výrobě,0.874,99
VZ004660,PRD0151,4904,2024-09-08,2024-09-11,STR001,409836.26,232422.75,73001.78,715260.79,V výrobě,0.941,138
VZ004661,PRD0136,760,2024-10-13,2024-10-31,STR041,389243.42,269589.84,157157.06,815990.32,Dokončeno,0.921,13
VZ004662,PRD0286,4115,2024-08-13,2024-09-05,STR021,37137.1,14777.32,2827.52,54741.94,Zrušeno,0.906,89
VZ004663,PRD0182,4095,2025-06-10,2025-07-13,STR031,400059.5,264304.07,73803.6,738167.17,Zrušeno,1.034,72
VZ004664,PRD0204,3022,2024-12-19,2025-01-14,STR011,117960.59,71328.59,38862.33,228151.51,V výrobě,1.009,69
VZ004665,PRD0179,4363,2025-05-19,2025-06-16,STR041,70496.51,46504.02,29011.08,146011.61,Pozastaveno,0.995,108
VZ004666,PRD0129,415,2024-08-17,2024-08-27,STR011,184371.61,53291.47,38723.51,276386.59,Zrušeno,1.003,0
VZ004667,PRD0058,805,2025-05-19,2025-07-01,STR041,156241.69,36091.89,38240.18,230573.76,Pozastaveno,0.893,34
VZ004668,PRD0177,3604,2024-06-26,2024-08-10,STR031,160768.13,40862.87,45266.1,246897.1,V výrobě,0.856,164
VZ004669,PRD0111,758,2023-06-19,2023-06-30,STR001,388716.75,301988.66,55403.13,746108.54,Dokončeno,0.967,18
VZ004670,PRD0265,4788,2023-12-27,2024-01-22,STR031,327322.94,203827.86,88612.77,619763.57,Pozastaveno,0.903,97
VZ004671,PRD0045,3611,2023-06-25,2023-07-31,STR011,235444.01,49405.5,69982.01,354831.52,Plánováno,1.041,145
VZ004672,PRD0155,1442,2025-05-27,2025-07-05,STR031,94418.3,39205.85,6765.98,140390.13,Dokončeno,0.949,57
VZ004673,PRD0189,2995,2023-09-22,2023-11-01,STR031,190378.6,64499.95,44499.94,299378.49,Dokončeno,1.049,47
VZ004674,PRD0103,446,2024-04-22,2024-06-05,STR001,212199.49,142761.71,45232.9,400194.1,Plánováno,0.95,11
VZ004675,PRD0039,395,2024-01-02,2024-01-06,STR031,217274.99,170888.48,81271.51,469434.98,V výrobě,1.016,12
VZ004676,PRD0117,2205,2024-10-27,2024-11-12,STR021,476275.53,293121.09,155753.8,925150.42,Dokončeno,0.902,33
VZ004677,PRD0136,705,2024-08-13,2024-09-23,STR041,124985.03,26039.95,34808.0,185832.98,Dokončeno,0.874,32
VZ004678,PRD0086,4027,2024-02-06,2024-03-06,STR031,302943.23,97259.98,22121.36,422324.57,Dokončeno,0.874,2
VZ004679,PRD0239,1976,2025-02-17,2025-04-02,STR041,141221.21,77118.68,16871.99,235211.88,Dokončeno,0.947,32
VZ004680,PRD0089,490,2023-08-24,2023-08-28,STR001,381222.29,271483.87,84171.35,736877.51,V výrobě,0.879,4
VZ004681,PRD0295,4662,2024-03-31,2024-04-15,STR001,56295.17,25857.41,11262.13,93414.71,Zrušeno,0.917,158
VZ004682,PRD0223,179,2025-04-13,2025-05-07,STR001,76876.99,33949.77,9673.96,120500.72,Plánováno,0.885,2
VZ004683,PRD0005,3076,2023-12-28,2023-12-29,STR031,491251.0,249576.91,47967.31,788795.22,Dokončeno,0.873,30
VZ004684,PRD0019,1849,2023-06-04,2023-06-20,STR011,260611.78,63999.01,62846.33,387457.12,Plánováno,0.946,32
VZ004685,PRD0151,1129,2024-11-01,2024-11-09,STR001,95313.17,29233.7,25456.05,150002.92,Dokončeno,1.016,9
VZ004686,PRD0068,1622,2024-08-08,2024-08-23,STR041,168728.14,106094.16,14896.14,289718.44,Pozastaveno,0.962,75
VZ004687,PRD0258,231,2023-08-26,2023-09-02,STR011,273878.58,123531.19,61784.84,459194.61,V výrobě,0.932,2
VZ004688,PRD0205,459,2023-11-28,2024-01-04,STR011,353499.53,124764.99,41083.23,519347.75,Plánováno,0.939,18
VZ004689,PRD0199,3814,2024-10-19,2024-10-31,STR041,36118.62,9237.57,7276.76,52632.95,Dokončeno,0.898,8
VZ004690,PRD0092,2993,2023-10-13,2023-10-29,STR011,147341.33,86557.29,12274.93,246173.55,V výrobě,0.913,118
VZ004691,PRD0146,1764,2023-11-13,2023-12-15,STR021,402556.72,315950.69,75852.35,794359.76,Dokončeno,1.023,85
VZ004692,PRD0150,1007,2024-01-08,2024-01-30,STR011,143186.53,75847.34,17825.48,236859.35,Plánováno,0.867,14
VZ004693,PRD0157,522,2025-01-16,2025-01-28,STR001,392925.42,80127.46,66656.83,539709.71,Plánováno,0.913,12
VZ004694,PRD0222,1930,2024-04-02,2024-04-28,STR041,152954.3,80020.42,34568.33,267543.05,V výrobě,0.887,41
VZ004695,PRD0151,507,2023-12-19,2023-12-26,STR031,226626.98,70692.84,69085.59,366405.41,Plánováno,0.851,2
VZ004696,PRD0062,3647,2024-05-09,2024-06-12,STR001,67779.37,19590.69,10760.27,98130.33,Plánováno,0.943,116
VZ004697,PRD0290,4891,2025-05-21,2025-06-01,STR031,438433.38,318036.32,83323.4,839793.1,Pozastaveno,1.048,54
VZ004698,PRD0255,3795,2024-07-21,2024-08-09,STR041,363241.49,227333.57,126592.84,717167.9,Dokončeno,0.916,53
VZ004699,PRD0156,770,2023-10-23,2023-11-13,STR011,105780.58,60834.81,14131.62,180747.01,Dokončeno,0.864,13
VZ004700,PRD0239,1928,2024-08-20,2024-09-11,STR001,217649.66,89842.3,40808.22,348300.18,Pozastaveno,0.976,17
VZ004701,PRD0248,2298,2024-12-02,2024-12-26,STR031,399298.33,203184.54,85120.39,687603.26,Dokončeno,0.926,29
VZ004702,PRD0077,2948,2025-05-30,2025-06-28,STR011,291779.14,185964.92,32323.6,510067.66,Dokončeno,0.906,58
VZ004703,PRD0225,37,2024-06-21,2024-07-06,STR011,356460.15,208785.26,66826.1,632071.51,Dokončeno,1.048,0
VZ004704,PRD0026,3815,2025-02-02,2025-02-15,STR001,428519.85,142996.06,121726.47,693242.38,Dokončeno,0.863,13
VZ004705,PRD0284,4386,2025-03-05,2025-04-04,STR041,329613.97,134521.99,105820.67,569956.63,Dokončeno,0.906,206
VZ004706,PRD0148,4159,2025-04-10,2025-05-09,STR041,440579.19,104030.22,131373.91,675983.32,Zrušeno,0.912,189
VZ004707,PRD0055,2429,2025-02-04,2025-02-25,STR001,118443.88,84975.98,31747.52,235167.38,Dokončeno,0.909,27
VZ004708,PRD0067,4808,2024-11-15,2024-11-18,STR041,436925.19,225507.39,119286.03,781718.61,V výrobě,0.861,106
VZ004709,PRD0253,71,2024-03-24,2024-04-18,STR021,364300.61,176331.99,132716.91,673349.51,Dokončeno,1.007,3
VZ004710,PRD0006,4615,2025-02-21,2025-03-20,STR041,456947.26,156361.15,82748.49,696056.9,Dokončeno,1.024,29
VZ004711,PRD0136,3170,2024-01-26,2024-03-08,STR001,227333.37,155107.5,24225.9,406666.77,Plánováno,1.0,30
VZ004712,PRD0079,1804,2024-12-09,2025-01-20,STR031,440229.53,186337.62,45757.82,672324.97,Dokončeno,0.998,80
VZ004713,PRD0081,2577,2024-11-14,2024-11-26,STR031,45010.43,17310.9,8794.41,71115.74,Dokončeno,0.97,106
VZ004714,PRD0273,2898,2023-03-08,2023-04-06,STR001,148714.72,58610.69,35239.26,242564.67,Dokončeno,0.984,48
VZ004715,PRD0194,1800,2023-04-16,2023-05-14,STR031,92626.16,67405.15,19203.59,179234.9,Dokončeno,0.929,75
VZ004716,PRD0258,759,2025-06-03,2025-07-06,STR021,226818.1,68707.11,41315.96,336841.17,V výrobě,0.983,17
VZ004717,PRD0176,1907,2025-03-15,2025-03-19,STR021,151957.86,49532.4,32910.0,234400.26,Dokončeno,1.038,30
VZ004718,PRD0269,4683,2024-02-03,2024-03-06,STR031,94643.04,73748.81,31332.25,199724.1,Zrušeno,1.027,14
VZ004719,PRD0154,173,2024-06-12,2024-06-19,STR011,431723.09,186723.3,55353.46,673799.85,Zrušeno,0.998,2
VZ004720,PRD0276,693,2023-10-08,2023-11-14,STR011,384489.62,213560.95,117576.1,715626.67,V výrobě,1.029,3
VZ004721,PRD0214,2288,2023-09-12,2023-10-22,STR021,20969.86,10472.94,7546.75,38989.55,Dokončeno,0.908,12
VZ004722,PRD0284,4691,2024-02-29,2024-04-05,STR011,20441.02,15554.2,3947.75,39942.97,Dokončeno,0.961,143
VZ004723,PRD0252,4325,2024-05-02,2024-05-05,STR031,134784.0,88148.38,20744.14,243676.52,V výrobě,1.006,166
VZ004724,PRD0295,2495,2023-08-12,2023-09-04,STR041,171203.53,114335.12,44596.1,330134.75,Pozastaveno,0.973,28
VZ004725,PRD0173,358,2023-10-31,2023-11-05,STR001,495755.53,104210.67,132698.44,732664.64,Pozastaveno,0.949,16
VZ004726,PRD0106,2689,2023-10-11,2023-10-20,STR011,205070.06,93122.71,65827.96,364020.73,Zrušeno,0.876,22
VZ004727,PRD0026,4406,2023-11-09,2023-11-19,STR011,217497.6,135459.65,26979.27,379936.52,Plánováno,0.997,116
VZ004728,PRD0133,2764,2025-05-16,2025-06-03,STR041,222610.75,117710.49,47116.52,387437.76,V výrobě,0.932,87
VZ004729,PRD0199,3602,2024-06-22,2024-07-11,STR021,193540.77,78658.26,51328.28,323527.31,Plánováno,1.017,111
VZ004730,PRD0229,1993,2023-05-26,2023-06-06,STR001,208946.36,65544.11,63327.73,337818.2,Dokončeno,0.962,97
VZ004731,PRD0296,4384,2025-02-03,2025-03-18,STR031,38822.83,19403.03,10494.51,68720.37,V výrobě,0.875,202
VZ004732,PRD0267,1264,2025-05-04,2025-06-02,STR031,314175.11,201550.71,103463.38,619189.2,Plánováno,1.032,12
VZ004733,PRD0276,893,2023-09-28,2023-11-10,STR021,195278.34,51091.53,59174.52,305544.39,Dokončeno,1.013,10
VZ004734,PRD0164,4926,2023-12-13,2024-01-13,STR031,338311.51,267052.23,145268.72,750632.46,Zrušeno,0.885,64
VZ004735,PRD0253,727,2024-01-02,2024-02-05,STR001,480408.05,132527.59,44148.72,657084.36,Plánováno,1.011,13
VZ004736,PRD0063,2197,2025-05-15,2025-06-29,STR041,131324.47,26750.04,15474.46,173548.97,Dokončeno,1.047,90
VZ004737,PRD0003,1139,2023-01-07,2023-02-08,STR031,344739.7,132077.42,66797.98,543615.1,Dokončeno,0.877,9
VZ004738,PRD0093,4951,2025-05-06,2025-05-09,STR011,300208.65,111955.37,69899.41,482063.43,Pozastaveno,0.993,173
VZ004739,PRD0004,4410,2024-04-25,2024-06-07,STR021,235463.82,83609.16,29905.97,348978.95,Dokončeno,1.05,99
VZ004740,PRD0010,3501,2024-08-22,2024-08-27,STR031,143179.5,99033.76,26244.13,268457.39,Dokončeno,0.924,14
VZ004741,PRD0008,2462,2024-12-07,2024-12-30,STR041,75323.81,20343.07,11649.28,107316.16,Zrušeno,0.931,10
VZ004742,PRD0223,890,2025-03-05,2025-04-18,STR001,131270.96,101424.48,35898.19,268593.63,Pozastaveno,0.894,4
VZ004743,PRD0074,1358,2023-08-18,2023-09-21,STR021,97194.41,64556.77,9482.14,171233.32,V výrobě,0.929,58
VZ004744,PRD0133,3362,2023-12-20,2024-01-04,STR021,491640.25,375677.31,166878.56,1034196.12,V výrobě,0.88,58
VZ004745,PRD0245,687,2023-06-01,2023-06-04,STR031,362542.24,158685.74,77249.37,598477.35,Pozastaveno,1.039,7
VZ004746,PRD0258,1578,2024-12-06,2025-01-04,STR021,273445.8,81845.33,69733.19,425024.32,Dokončeno,0.96,45
VZ004747,PRD0024,4596,2025-03-19,2025-04-02,STR001,150871.7,66030.72,13809.23,230711.65,V výrobě,0.909,181
VZ004748,PRD0245,1478,2025-05-09,2025-06-08,STR011,82801.59,39561.96,18131.44,140494.99,Dokončeno,1.027,14
VZ004749,PRD0043,4248,2025-04-14,2025-05-06,STR021,350189.91,273020.53,89056.83,712267.27,Pozastaveno,0.865,99
VZ004750,PRD0233,3344,2024-12-07,2024-12-31,STR011,63619.33,29472.14,15049.46,108140.93,Plánováno,1.008,100
VZ004751,PRD0086,3622,2023-04-16,2023-04-27,STR021,71841.2,40096.14,16012.72,127950.06,Dokončeno,0.991,108
VZ004752,PRD0229,2632,2024-08-24,2024-10-02,STR001,237655.65,51476.01,21407.87,310539.53,V výrobě,1.049,60
VZ004753,PRD0275,4660,2024-02-17,2024-02-22,STR011,359546.97,200873.78,102928.26,663349.01,Zrušeno,0.98,38
VZ004754,PRD0153,2474,2023-11-17,2023-12-15,STR001,253778.52,113307.92,85484.48,452570.92,V výrobě,0.932,58
VZ004755,PRD0143,479,2024-11-22,2024-12-18,STR031,133937.91,36989.74,35229.79,206157.44,Dokončeno,0.908,8
VZ004756,PRD0156,2252,2024-10-04,2024-10-15,STR011,105751.1,22839.22,29095.06,157685.38,Zrušeno,0.897,107
VZ004757,PRD0082,2795,2024-10-23,2024-11-26,STR021,99434.05,39113.42,14620.32,153167.79,V výrobě,0.928,103
VZ004758,PRD0122,858,2023-03-15,2023-04-17,STR011,445725.21,303313.62,78479.75,827518.58,Pozastaveno,0.997,39
VZ004759,PRD0199,286,2023-06-05,2023-06-20,STR031,62419.98,46003.8,10500.69,118924.47,Dokončeno,0.963,9
VZ004760,PRD0143,4633,2023-05-06,2023-05-22,STR021,405610.31,147230.94,136478.69,689319.94,Plánováno,0.877,215
VZ004761,PRD0119,1617,2024-10-31,2024-12-12,STR031,37301.86,22319.87,12766.87,72388.6,Zrušeno,0.908,70
VZ004762,PRD0111,899,2024-01-21,2024-02-02,STR041,18961.34,7003.27,4416.45,30381.06,V výrobě,0.994,28
VZ004763,PRD0101,393,2024-06-28,2024-07-20,STR001,244243.82,160886.27,31151.16,436281.25,V výrobě,0.97,1
VZ004764,PRD0158,2125,2023-12-28,2024-02-07,STR041,277299.19,168600.53,74481.9,520381.62,Pozastaveno,0.882,4
VZ004765,PRD0047,1711,2023-10-20,2023-11-15,STR041,344704.85,230142.58,103515.77,678363.2,V výrobě,0.904,79
VZ004766,PRD0233,942,2023-09-27,2023-11-11,STR041,62830.83,21850.03,13252.72,97933.58,Dokončeno,0.915,37
VZ004767,PRD0040,4816,2023-06-17,2023-07-19,STR011,355101.79,283873.93,55013.91,693989.63,V výrobě,0.991,46
VZ004768,PRD0008,4086,2024-10-07,2024-10-28,STR021,390218.46,156133.75,119495.1,665847.31,Dokončeno,0.974,109
VZ004769,PRD0074,4304,2023-05-04,2023-06-07,STR041,157701.52,76589.15,49040.58,283331.25,V výrobě,1.038,153
VZ004770,PRD0006,3409,2023-08-19,2023-09-17,STR001,245311.44,129327.33,73037.88,447676.65,V výrobě,0.877,96
VZ004771,PRD0223,2299,2023-04-12,2023-05-02,STR041,87369.44,67422.46,34713.17,189505.07,Dokončeno,0.955,110
VZ004772,PRD0018,3742,2023-06-01,2023-07-13,STR041,195281.24,61857.63,45013.13,302152.0,V výrobě,0.978,18
VZ004773,PRD0024,1167,2023-04-01,2023-04-19,STR041,460398.54,347183.28,169056.19,976638.01,Zrušeno,0.968,0
VZ004774,PRD0153,1661,2023-03-22,2023-03-24,STR001,16915.85,12142.66,4299.7,33358.21,Plánováno,0.936,17
VZ004775,PRD0079,800,2025-04-27,2025-05-07,STR031,397367.07,93817.32,62935.35,554119.74,Dokončeno,0.897,14
VZ004776,PRD0220,4688,2024-04-22,2024-04-28,STR031,136037.12,87305.77,14458.27,237801.16,Dokončeno,0.997,184
VZ004777,PRD0139,894,2023-01-20,2023-03-03,STR001,45233.31,26149.51,8868.81,80251.63,Zrušeno,0.973,34
VZ004778,PRD0086,3735,2024-02-18,2024-03-10,STR001,36296.85,24561.68,5251.19,66109.72,Dokončeno,0.99,119
VZ004779,PRD0068,4687,2024-09-27,2024-10-21,STR031,372971.0,261893.05,46607.81,681471.86,V výrobě,1.0,216
VZ004780,PRD0107,1771,2023-06-17,2023-07-22,STR031,114509.96,38265.14,7878.24,160653.34,Pozastaveno,0.878,66
VZ004781,PRD0151,4142,2023-03-04,2023-03-13,STR001,273968.71,135353.34,34081.34,443403.39,Dokončeno,1.029,51
VZ004782,PRD0184,330,2024-08-13,2024-09-08,STR041,378262.22,113220.33,68833.36,560315.91,Dokončeno,1.019,11
VZ004783,PRD0106,4550,2025-03-30,2025-05-06,STR021,257669.91,172554.44,91655.71,521880.06,Zrušeno,0.938,1
VZ004784,PRD0093,804,2023-04-17,2023-04-21,STR001,51291.94,18426.95,16274.79,85993.68,Zrušeno,1.029,30
VZ004785,PRD0251,2151,2023-02-04,2023-02-07,STR031,118983.58,40872.52,22274.36,182130.46,Pozastaveno,0.935,55
VZ004786,PRD0099,4468,2025-03-08,2025-03-10,STR021,476282.52,360813.49,47861.06,884957.07,Dokončeno,1.044,43
VZ004787,PRD0150,2718,2023-09-09,2023-09-26,STR011,466921.79,325535.96,43899.61,836357.36,Dokončeno,1.035,34
VZ004788,PRD0272,3611,2024-10-25,2024-11-07,STR041,460295.77,286451.13,128286.66,875033.56,Dokončeno,0.916,155
VZ004789,PRD0198,2752,2024-12-28,2025-02-07,STR031,98990.71,51378.47,23748.32,174117.5,V výrobě,0.914,68
VZ004790,PRD0078,4891,2025-03-23,2025-04-20,STR001,274031.76,86076.36,87040.63,447148.75,Dokončeno,0.862,15
VZ004791,PRD0089,2209,2024-10-22,2024-11-13,STR021,422868.61,324363.96,75052.6,822285.17,Dokončeno,1.046,15
VZ004792,PRD0277,2957,2024-06-30,2024-07-09,STR031,445955.77,306154.03,117217.53,869327.33,Zrušeno,0.875,91
VZ004793,PRD0297,2643,2024-08-26,2024-10-10,STR031,489775.69,344289.87,134557.59,968623.15,Dokončeno,1.023,80
VZ004794,PRD0243,1223,2023-07-01,2023-08-09,STR001,249341.21,122867.15,63953.04,436161.4,Zrušeno,1.016,50
VZ004795,PRD0102,4532,2024-06-16,2024-07-17,STR031,43892.13,18394.19,10077.28,72363.6,Zrušeno,0.863,131
VZ004796,PRD0265,1311,2025-04-03,2025-04-08,STR001,196132.22,72240.02,46634.98,315007.22,Zrušeno,1.041,63
VZ004797,PRD0297,2757,2023-02-13,2023-02-25,STR041,272201.69,191258.96,60294.93,523755.58,Dokončeno,0.896,95
VZ004798,PRD0244,4150,2023-10-18,2023-11-06,STR041,309909.42,157893.17,41907.54,509710.13,Dokončeno,1.001,163
VZ004799,PRD0079,4316,2023-02-15,2023-04-01,STR011,426284.34,126619.81,121982.32,674886.47,V výrobě,0.865,127
VZ004800,PRD0264,1642,2024-03-26,2024-03-31,STR041,97055.1,66385.47,30056.05,193496.62,V výrobě,0.963,23
VZ004801,PRD0208,2945,2023-02-10,2023-02-24,STR031,155998.4,118269.99,68552.61,342821.0,Dokončeno,0.928,21
VZ004802,PRD0049,2480,2023-01-15,2023-02-27,STR031,471075.91,175163.74,33855.57,680095.22,Plánováno,0.924,48
VZ004803,PRD0277,323,2024-12-29,2025-02-02,STR021,37138.24,10305.84,4207.4,51651.48,V výrobě,0.953,0
VZ004804,PRD0224,2369,2024-07-10,2024-08-21,STR001,327134.68,195407.05,51241.73,573783.46,V výrobě,0.997,59
VZ004805,PRD0291,4014,2023-11-12,2023-11-17,STR041,422377.93,95941.21,92822.56,611141.7,V výrobě,1.028,195
VZ004806,PRD0136,2264,2023-09-11,2023-09-24,STR001,382524.96,179887.23,120604.26,683016.45,Plánováno,1.015,5
VZ004807,PRD0194,680,2025-06-18,2025-07-10,STR001,343486.91,105006.51,35593.34,484086.76,Zrušeno,0.866,8
VZ004808,PRD0035,3077,2023-02-05,2023-03-19,STR031,407806.57,299788.46,122868.13,830463.16,Plánováno,1.033,125
VZ004809,PRD0104,4401,2023-12-25,2024-01-02,STR031,201725.54,63828.28,37378.65,302932.47,Plánováno,1.008,145
VZ004810,PRD0022,594,2024-06-30,2024-07-30,STR031,332918.64,175989.94,102805.68,611714.26,V výrobě,1.005,9
VZ004811,PRD0026,1031,2023-09-07,2023-10-06,STR021,38806.11,14981.95,8552.21,62340.27,Dokončeno,0.917,17
VZ004812,PRD0140,1710,2023-12-16,2024-01-19,STR011,352361.12,143088.22,33458.26,528907.6,Pozastaveno,1.002,31
VZ004813,PRD0013,2747,2023-03-20,2023-04-02,STR021,214358.1,49897.12,38485.9,302741.12,V výrobě,0.85,64
VZ004814,PRD0079,2240,2024-11-19,2024-12-03,STR011,398271.18,187185.82,41557.14,627014.14,Dokončeno,0.866,57
VZ004815,PRD0030,2726,2025-02-14,2025-02-28,STR021,187909.39,55704.4,54219.01,297832.8,Zrušeno,0.932,82
VZ004816,PRD0211,140,2024-10-27,2024-10-31,STR041,443896.94,274089.16,49006.37,766992.47,Dokončeno,0.899,1
VZ004817,PRD0068,2837,2025-03-12,2025-04-19,STR031,465250.29,209771.09,57077.78,732099.16,Dokončeno,1.022,99
VZ004818,PRD0058,4491,2024-05-22,2024-06-04,STR001,227856.45,126476.58,62917.86,417250.89,V výrobě,0.908,187
VZ004819,PRD0296,2057,2024-10-11,2024-11-10,STR011,449121.64,264209.77,57063.67,770395.08,Dokončeno,1.047,54
VZ004820,PRD0274,3394,2024-08-22,2024-08-25,STR021,13266.36,3998.47,3001.21,20266.04,Dokončeno,1.011,27
VZ004821,PRD0275,1063,2025-04-02,2025-04-18,STR041,414070.92,154998.25,77951.2,647020.37,V výrobě,1.005,12
